"gene","D","P_random","P_brownian","n","n1","n0","status","p_adjustp","p_adjustb","n_prop","n1_prop"
"FBgn0024556",0.283944498120129,0,0.1,144,22,122,"ok",0,0.239120879120879,0.48,0.152777777777778
"FBgn0033848",NA,NA,NA,14,0,14,"skipped",NA,NA,0.0466666666666667,0
"FBgn0033850",0.327458963618142,0,0.095,88,25,63,"ok",0,0.230995530272247,0.293333333333333,0.284090909090909
"FBgn0033851",-0.299524380300595,0,0.823,64,18,46,"ok",0,0.881954154727794,0.213333333333333,0.28125
"FBgn0014877",0.251550129996918,0,0.171,98,18,80,"ok",0,0.333908957415565,0.326666666666667,0.183673469387755
"FBgn0033855",0.678466957729412,0.148,0.388,9,7,2,"ok",0.186154913294798,0.55110182767624,0.03,0.777777777777778
"FBgn0033856",5.99107723675699,0.91,0.066,11,1,10,"ok",0.925701657458564,0.185115537848606,0.0366666666666667,0.0909090909090909
"FBgn0027581",0.00438516905390822,0,0.504,241,64,177,"ok",0,0.649496285129751,0.803333333333333,0.265560165975104
"FBgn0053156",0.0880955073418348,0,0.33,108,43,65,"ok",0,0.499992404101785,0.36,0.398148148148148
"FBgn0033853",0.0154228759214008,0,0.466,95,57,38,"ok",0,0.618645368829728,0.316666666666667,0.6
"FBgn0004638",0.267238815014644,0,0.029,269,92,177,"ok",0,0.110532484076433,0.896666666666667,0.342007434944238
"FBgn0033844",0.0385203555230256,0,0.454,195,12,183,"ok",0,0.608587813620072,0.65,0.0615384615384615
"FBgn0033842",-0.190039962979259,0,0.74,62,22,40,"ok",0,0.822619357235742,0.206666666666667,0.354838709677419
"FBgn0000119",0.648324385416136,0,0,206,46,160,"ok",0,0,0.686666666666667,0.223300970873786
"FBgn0013765",0.389120290878844,0,0.015,121,52,69,"ok",0,0.0718654923939151,0.403333333333333,0.429752066115702
"FBgn0265272",2.14507835691023,0.665,0.107,11,1,10,"ok",0.711489361702128,0.249284796573876,0.0366666666666667,0.0909090909090909
"FBgn0260475",NA,NA,NA,22,0,22,"skipped",NA,NA,0.0733333333333333,0
"FBgn0033836",NA,NA,NA,15,0,15,"skipped",NA,NA,0.05,0
"FBgn0033834",-0.0242628021474262,0.003,0.526,27,9,18,"ok",0.00513134200371588,0.667922334217507,0.09,0.333333333333333
"FBgn0033830",-0.135142353554511,0,0.712,125,28,97,"ok",0,0.804419522326064,0.416666666666667,0.224
"FBgn0033828",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0033792",0.517876496963309,0.301,0.269,8,4,4,"ok",0.352620203602193,0.441435897435897,0.0266666666666667,0.5
"FBgn0020391",0.390927488506469,0,0.04,157,20,137,"ok",0,0.13447191011236,0.523333333333333,0.127388535031847
"FBgn0086532",0.311474071200693,0.001,0.19,64,13,51,"ok",0.00181912144702842,0.356246279179069,0.213333333333333,0.203125
"FBgn0053138",-0.0311162190909697,0,0.566,222,36,186,"ok",0,0.699420547237997,0.74,0.162162162162162
"FBgn0027079",-0.0800885425971825,0,0.643,137,27,110,"ok",0,0.758394008081206,0.456666666666667,0.197080291970803
"FBgn0033806",35.4298974714945,0.896,0.044,19,1,18,"ok",0.914413575509508,0.142669195340016,0.0633333333333333,0.0526315789473684
"FBgn0033808",NA,NA,NA,10,0,10,"skipped",NA,NA,0.0333333333333333,0
"FBgn0040754",-0.270788019821083,0.021,0.609,40,3,37,"ok",0.0314750156543519,0.73413698630137,0.133333333333333,0.075
"FBgn0011763",-0.0462296475008228,0,0.637,254,76,178,"ok",0,0.753768637532134,0.846666666666667,0.299212598425197
"FBgn0033813",-0.504872180368869,0,0.926,42,14,28,"ok",0,0.946806322084579,0.14,0.333333333333333
"FBgn0033815",1.08920125959677,0.576,0.05,38,3,35,"ok",0.627658016935263,0.155066079295154,0.126666666666667,0.0789473684210526
"FBgn0033817",0.831495119969873,0.257,0.019,46,10,36,"ok",0.307546845315468,0.083630746598014,0.153333333333333,0.217391304347826
"FBgn0002789",0.677826635919013,0.003,0,288,20,268,"ok",0.00513134200371588,0,0.96,0.0694444444444444
"FBgn0033820",0.139061753448293,0.008,0.387,23,8,15,"ok",0.0128965517241379,0.5504,0.0766666666666667,0.347826086956522
"FBgn0033821",9.66250701556334,0.518,0.462,4,3,1,"ok",0.571059690493736,0.615794186435015,0.0133333333333333,0.75
"FBgn0033827",1.45002661304572,0.897,0.004,88,3,85,"ok",0.915356070941337,0.0296054421768707,0.293333333333333,0.0340909090909091
"FBgn0033826",0.239750865461265,0.003,0.275,75,9,66,"ok",0.00513134200371588,0.447295460723023,0.25,0.12
"FBgn0052843",0.4909376206583,0,0.001,250,47,203,"ok",0,0.0103798785776236,0.833333333333333,0.188
"FBgn0033819",0.0583643096028085,0.055,0.468,30,3,27,"ok",0.0760355781448539,0.620543319299801,0.1,0.1
"FBgn0033818",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0033816",-0.216205232933144,0,0.852,131,67,64,"ok",0,0.899500352858151,0.436666666666667,0.511450381679389
"FBgn0033814",1.07993816401546,0.688,0,114,13,101,"ok",0.732365382904918,0,0.38,0.114035087719298
"FBgn0033812",-0.562647817031331,0,0.813,44,4,40,"ok",0,0.875077255148844,0.146666666666667,0.0909090909090909
"FBgn0043010",-0.326579659292199,0,0.863,63,27,36,"ok",0,0.905919129900886,0.21,0.428571428571429
"FBgn0033810",0.419765650142955,0.033,0.183,47,7,40,"ok",0.0476697646348823,0.348693520140105,0.156666666666667,0.148936170212766
"FBgn0033809",0.158346017909521,0.003,0.332,51,8,43,"ok",0.00513134200371588,0.502069244377053,0.17,0.156862745098039
"FBgn0033807",0.484846700816611,0,0.033,111,19,92,"ok",0,0.119066626469702,0.37,0.171171171171171
"FBgn0053182",NA,NA,NA,2,1,1,"skipped",NA,NA,0.00666666666666667,0.5
"FBgn0033802",0.476265417251559,0.001,0.013,101,27,74,"ok",0.00181912144702842,0.0654814814814815,0.336666666666667,0.267326732673267
"FBgn0033799",-0.00386543599747459,0,0.501,55,19,36,"ok",0,0.647163302752294,0.183333333333333,0.345454545454545
"FBgn0020370",0.00422333849785802,0,0.493,148,81,67,"ok",0,0.640980336773493,0.493333333333333,0.547297297297297
"FBgn0033794",-0.552906388352071,0,0.952,78,11,67,"ok",0,0.965963204747775,0.26,0.141025641025641
"FBgn0033793",0.351586939140006,0,0.05,156,28,128,"ok",0,0.155066079295154,0.52,0.179487179487179
"FBgn0028963",0.201742742855557,0,0.224,83,18,65,"ok",0,0.394297984997794,0.276666666666667,0.216867469879518
"FBgn0000181",0.720966065369385,0.013,0.003,221,15,206,"ok",0.0202319895968791,0.0240482250502344,0.736666666666667,0.0678733031674208
"FBgn0002069",0.0702532730620274,0,0.374,194,27,167,"ok",0,0.540126945818752,0.646666666666667,0.139175257731959
"FBgn0003975",0.432761483268941,0,0.011,276,37,239,"ok",0,0.0586405345211581,0.92,0.134057971014493
"FBgn0010488",0.700148978353748,0,0,298,63,235,"ok",0,0,0.993333333333333,0.211409395973154
"FBgn0033781",NA,NA,NA,16,0,16,"skipped",NA,NA,0.0533333333333333,0
"FBgn0033782",0.114922719346539,0,0.277,89,44,45,"ok",0,0.449144560357675,0.296666666666667,0.49438202247191
"FBgn0033785",0.396367748814585,0.001,0.074,144,14,130,"ok",0.00181912144702842,0.197995081600715,0.48,0.0972222222222222
"FBgn0033787",0.92104017507312,0.369,0.035,31,5,26,"ok",0.422925876268914,0.123672866843815,0.103333333333333,0.161290322580645
"FBgn0265623",0.274598291907608,0,0.062,221,48,173,"ok",0,0.177515789473684,0.736666666666667,0.217194570135747
"FBgn0033791",0.35951014510661,0,0.013,255,70,185,"ok",0,0.0654814814814815,0.85,0.274509803921569
"FBgn0033789",-0.0533997860453653,0.006,0.56,29,10,19,"ok",0.00985290889132821,0.694660033167496,0.0966666666666667,0.344827586206897
"FBgn0033788",0.828227467399372,0.269,0.103,23,4,19,"ok",0.319669546221825,0.243617391304348,0.0766666666666667,0.173913043478261
"FBgn0005624",0.207965951780406,0,0.088,201,91,110,"ok",0,0.220101149425287,0.67,0.45273631840796
"FBgn0004512",0.124055343626755,0,0.237,207,66,141,"ok",0,0.408470046082949,0.69,0.318840579710145
"FBgn0050487",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0033784",0.701443448029422,0.012,0.001,289,20,269,"ok",0.0188102161100196,0.0103798785776236,0.963333333333333,0.069204152249135
"FBgn0033783",0.398983054028287,0,0.02,241,23,218,"ok",0,0.0866618392469225,0.803333333333333,0.0954356846473029
"FBgn0025692",0.183863151860262,0,0.226,83,52,31,"ok",0,0.396826291079812,0.276666666666667,0.626506024096386
"FBgn0033778",0.587948010699024,0.011,0.015,96,79,17,"ok",0.0173449275362319,0.0718654923939151,0.32,0.822916666666667
"FBgn0033777",0.778678667154738,0.202,0.014,38,22,16,"ok",0.247242380854981,0.0684444444444444,0.126666666666667,0.578947368421053
"FBgn0050486",-0.926835539592335,0,0.968,24,7,17,"ok",0,0.97747418157273,0.08,0.291666666666667
"FBgn0050488",0.466745901697773,0.147,0.312,15,4,11,"ok",0.185033235170383,0.483180124223602,0.05,0.266666666666667
"FBgn0250842",0.843523463175674,0.189,0.009,91,9,82,"ok",0.232687172101636,0.0515862068965517,0.303333333333333,0.0989010989010989
"FBgn0033775",0.827583451495149,0.284,0.151,37,3,34,"ok",0.33529762257078,0.308653800170794,0.123333333333333,0.0810810810810811
"FBgn0011592",0.677936256027394,0,0,226,50,176,"ok",0,0,0.753333333333333,0.221238938053097
"FBgn0050056",NA,NA,NA,37,0,37,"skipped",NA,NA,0.123333333333333,0
"FBgn0033753",0.468772059335215,0,0.006,147,47,100,"ok",0,0.039303776683087,0.49,0.319727891156463
"FBgn0003527",-0.301284033120524,0,0.912,117,26,91,"ok",0,0.938021313166037,0.39,0.222222222222222
"FBgn0033755",0.928863092732274,0.333,0.013,77,7,70,"ok",0.385728222996516,0.0654814814814815,0.256666666666667,0.0909090909090909
"FBgn0027356",0.255320345044702,0,0.032,277,86,191,"ok",0,0.116832214765101,0.923333333333333,0.310469314079422
"FBgn0004435",0.422632029193968,0,0.001,273,50,223,"ok",0,0.0103798785776236,0.91,0.183150183150183
"FBgn0028683",-0.0667288161787389,0,0.566,85,11,74,"ok",0,0.699420547237997,0.283333333333333,0.129411764705882
"FBgn0011604",0.832010062417068,0.097,0,174,18,156,"ok",0.126873879781421,0,0.58,0.103448275862069
"FBgn0033762",-0.0696429930377638,0,0.61,120,19,101,"ok",0,0.734676461708765,0.4,0.158333333333333
"FBgn0033767",-0.148063518467235,0,0.781,203,44,159,"ok",0,0.851663599088838,0.676666666666667,0.216748768472906
"FBgn0033770",NA,NA,NA,13,0,13,"skipped",NA,NA,0.0433333333333333,0
"FBgn0026741",-0.0652996562768731,0,0.55,44,8,36,"ok",0,0.687528723626489,0.146666666666667,0.181818181818182
"FBgn0020930",0.0517720839070246,0,0.384,217,51,166,"ok",0,0.547956599499225,0.723333333333333,0.235023041474654
"FBgn0033774",0.398429924187012,0,0.031,120,23,97,"ok",0,0.114543995060204,0.4,0.191666666666667
"FBgn0003326",0.388896615562031,0,0.002,295,52,243,"ok",0,0.0178760268857356,0.983333333333333,0.176271186440678
"FBgn0040755",0.870734943180791,0.336,0.12,21,4,17,"ok",0.388714161430643,0.267093174632695,0.07,0.19047619047619
"FBgn0086904",0.357003285462251,0,0.049,124,26,98,"ok",0,0.152756446991404,0.413333333333333,0.209677419354839
"FBgn0011227",0.167948704135987,0,0.199,191,31,160,"ok",0,0.367592529711375,0.636666666666667,0.162303664921466
"FBgn0026619",0.0350878886451798,0,0.451,49,23,26,"ok",0,0.606332060211189,0.163333333333333,0.469387755102041
"FBgn0033773",-0.369281825562922,0.02,0.655,35,3,32,"ok",0.030070351758794,0.767254575707155,0.116666666666667,0.0857142857142857
"FBgn0261673",0.228481414442655,0,0.067,231,104,127,"ok",0,0.186434782608696,0.77,0.45021645021645
"FBgn0033769",0.76220775972954,0.175,0.053,44,7,37,"ok",0.216991297140489,0.15997578814628,0.146666666666667,0.159090909090909
"FBgn0050052",0.938473435495718,0.391,0.015,39,8,31,"ok",0.445156773211568,0.0718654923939151,0.13,0.205128205128205
"FBgn0050053",0.123616948893473,0.128,0.428,11,4,7,"ok",0.163350821070591,0.585406171428571,0.0366666666666667,0.363636363636364
"FBgn0033761",0.920688763544194,0.343,0.023,57,6,51,"ok",0.395932098765432,0.0950169140490162,0.19,0.105263157894737
"FBgn0033760",0.451743538238002,0,0.006,143,51,92,"ok",0,0.039303776683087,0.476666666666667,0.356643356643357
"FBgn0033757",0.502384154741955,0.033,0.144,66,6,60,"ok",0.0476697646348823,0.299981201044386,0.22,0.0909090909090909
"FBgn0022764",0.371767044892607,0,0.002,274,92,182,"ok",0,0.0178760268857356,0.913333333333333,0.335766423357664
"FBgn0033754",-0.302522503647834,0.026,0.611,26,3,23,"ok",0.0383117458754001,0.735067149175714,0.0866666666666667,0.115384615384615
"FBgn0033710",0.387690351666137,0,0.03,168,31,137,"ok",0,0.112270168855535,0.56,0.18452380952381
"FBgn0050046",0.185032891049356,0,0.254,77,30,47,"ok",0,0.426648701754386,0.256666666666667,0.38961038961039
"FBgn0033712",0.0237931820593561,0.011,0.474,23,10,13,"ok",0.0173449275362319,0.625450055126792,0.0766666666666667,0.434782608695652
"FBgn0264560",0.568370813026701,0,0.001,210,39,171,"ok",0,0.0103798785776236,0.7,0.185714285714286
"FBgn0033715",3.34235708582502,0.608,0.298,12,1,11,"ok",0.657558648111332,0.470696053847169,0.04,0.0833333333333333
"FBgn0033716",2.38543619534345,0.996,0,60,2,58,"ok",0.996916283348666,0,0.2,0.0333333333333333
"FBgn0266111",NA,NA,NA,19,0,19,"skipped",NA,NA,0.0633333333333333,0
"FBgn0050047",0.757055305487685,0.221,0.087,40,6,34,"ok",0.268438851111337,0.218926829268293,0.133333333333333,0.15
"FBgn0050049",0.220900612718561,0.059,0.374,23,5,18,"ok",0.0809947235604496,0.540126945818752,0.0766666666666667,0.217391304347826
"FBgn0050043",-0.827810738442585,0,0.906,31,4,27,"ok",0,0.933695685869285,0.103333333333333,0.129032258064516
"FBgn0033720",0.160830369637757,0.008,0.374,33,9,24,"ok",0.0128965517241379,0.540126945818752,0.11,0.272727272727273
"FBgn0033721",NA,NA,NA,3,0,3,"skipped",NA,NA,0.01,0
"FBgn0050042",0.0770366104423972,0.004,0.419,30,20,10,"ok",0.00672737492973581,0.5777845373891,0.1,0.666666666666667
"FBgn0033724",NA,NA,NA,5,0,5,"skipped",NA,NA,0.0166666666666667,0
"FBgn0033725",0.0745229720848693,0,0.383,111,26,85,"ok",0,0.547051438119107,0.37,0.234234234234234
"FBgn0033727",NA,NA,NA,13,0,13,"skipped",NA,NA,0.0433333333333333,0
"FBgn0033728",0.319326229981165,0,0.095,85,29,56,"ok",0,0.230995530272247,0.283333333333333,0.341176470588235
"FBgn0033729",NA,NA,NA,72,0,72,"skipped",NA,NA,0.24,0
"FBgn0033730",1.04778131856645,0.562,0.005,97,6,91,"ok",0.614416369781675,0.0345895953757225,0.323333333333333,0.0618556701030928
"FBgn0033731",-0.379912624434749,0,0.738,38,6,32,"ok",0,0.821082457934368,0.126666666666667,0.157894736842105
"FBgn0033732",-0.660935151313619,0,0.825,48,4,44,"ok",0,0.883069492889724,0.16,0.0833333333333333
"FBgn0033734",0.238828356266555,0.012,0.307,47,6,41,"ok",0.0188102161100196,0.478283780265556,0.156666666666667,0.127659574468085
"FBgn0033735",-0.482957784150743,0,0.963,90,20,70,"ok",0,0.974233643279797,0.3,0.222222222222222
"FBgn0033739",0.769612473681317,0.006,0,290,35,255,"ok",0.00985290889132821,0,0.966666666666667,0.120689655172414
"FBgn0010238",0.620701834461307,0.002,0.004,223,17,206,"ok",0.00351070695218539,0.0296054421768707,0.743333333333333,0.0762331838565022
"FBgn0033741",0.990196343385456,0.437,0.009,69,6,63,"ok",0.49126582754086,0.0515862068965517,0.23,0.0869565217391304
"FBgn0033742",0.413589876062256,0.032,0.223,56,5,51,"ok",0.0463426911907067,0.393115922816321,0.186666666666667,0.0892857142857143
"FBgn0033744",0.710826241405086,0.02,0.002,149,17,132,"ok",0.030070351758794,0.0178760268857356,0.496666666666667,0.114093959731544
"FBgn0033750",0.863809245734442,0.458,0.187,34,2,32,"ok",0.512131551901336,0.353166482562727,0.113333333333333,0.0588235294117647
"FBgn0033752",-0.0607624713141413,0.004,0.536,23,11,12,"ok",0.00672737492973581,0.676457661077718,0.0766666666666667,0.478260869565217
"FBgn0033751",0.0209222883265565,0,0.466,122,21,101,"ok",0,0.618645368829728,0.406666666666667,0.172131147540984
"FBgn0033749",0.765728665183556,0.158,0.025,50,11,39,"ok",0.197467000835422,0.100301709688233,0.166666666666667,0.22
"FBgn0033748",-0.214478189357845,0.076,0.603,8,3,5,"ok",0.10179832120873,0.729475790963307,0.0266666666666667,0.375
"FBgn0045063",0.442073729971179,0,0.006,150,53,97,"ok",0,0.039303776683087,0.5,0.353333333333333
"FBgn0033740",0.827929645773127,0.103,0.001,180,13,167,"ok",0.133975002717096,0.0103798785776236,0.6,0.0722222222222222
"FBgn0050334",NA,NA,NA,15,0,15,"skipped",NA,NA,0.05,0
"FBgn0033738",-0.102127973062304,0,0.65,139,15,124,"ok",0,0.762891046386192,0.463333333333333,0.107913669064748
"FBgn0033737",0.663354056484853,0.063,0.021,58,13,45,"ok",0.0859143117593437,0.0895042735042735,0.193333333333333,0.224137931034483
"FBgn0033736",0.317318516422358,0,0.129,52,24,28,"ok",0,0.279585657370518,0.173333333333333,0.461538461538462
"FBgn0033733",0.459065298544968,0.001,0.041,92,19,73,"ok",0.00181912144702842,0.136681894150418,0.306666666666667,0.206521739130435
"FBgn0033726",-0.119858109371452,0,0.61,65,8,57,"ok",0,0.734676461708765,0.216666666666667,0.123076923076923
"FBgn0033723",NA,NA,NA,24,0,24,"skipped",NA,NA,0.08,0
"FBgn0033717",0.181987942703967,0,0.2,150,30,120,"ok",0,0.368359495229301,0.5,0.2
"FBgn0033713",-0.00898295158063914,0,0.52,175,34,141,"ok",0,0.663329780430612,0.583333333333333,0.194285714285714
"FBgn0033708",0.542582294990773,0.002,0.005,107,29,78,"ok",0.00351070695218539,0.0345895953757225,0.356666666666667,0.271028037383178
"FBgn0260012",0.267821002180034,0,0.101,115,33,82,"ok",0,0.24059872611465,0.383333333333333,0.28695652173913
"FBgn0033677",-0.542386488707028,0,0.906,30,20,10,"ok",0,0.933695685869285,0.1,0.666666666666667
"FBgn0010339",0.435116973260779,0.001,0.075,188,12,176,"ok",0.00181912144702842,0.199688542825361,0.626666666666667,0.0638297872340425
"FBgn0004463",0.310643448925647,0,0.067,261,27,234,"ok",0,0.186434782608696,0.87,0.103448275862069
"FBgn0024732",0.232189534022651,0,0.132,201,26,175,"ok",0,0.284336933045356,0.67,0.129353233830846
"FBgn0028407",0.339622871665018,0,0.084,77,23,54,"ok",0,0.214581003201708,0.256666666666667,0.298701298701299
"FBgn0033680",0.561839751372322,0.12,0.206,46,4,42,"ok",0.154110956111171,0.374283892515561,0.153333333333333,0.0869565217391304
"FBgn0033683",NA,NA,NA,2,2,0,"skipped",NA,NA,0.00666666666666667,1
"FBgn0027495",0.224232286869733,0,0.182,84,24,60,"ok",0,0.347784767683219,0.28,0.285714285714286
"FBgn0033686",1.39581854663725,0.699,0.068,19,2,17,"ok",0.742489748823999,0.18790671900254,0.0633333333333333,0.105263157894737
"FBgn0033687",-0.1823496036857,0,0.702,57,15,42,"ok",0,0.798321550741163,0.19,0.263157894736842
"FBgn0023167",-0.142561164684364,0,0.666,137,12,125,"ok",0,0.775585092925951,0.456666666666667,0.0875912408759124
"FBgn0010621",0.681135896339232,0.003,0,266,20,246,"ok",0.00513134200371588,0,0.886666666666667,0.075187969924812
"FBgn0033692",0.335905192298892,0.027,0.243,54,5,49,"ok",0.0396194212849436,0.414454040188115,0.18,0.0925925925925926
"FBgn0025454",0.166828203300279,0.003,0.343,49,9,40,"ok",0.00513134200371588,0.511656986164776,0.163333333333333,0.183673469387755
"FBgn0033697",-1.12271859946157,0,0.927,30,4,26,"ok",0,0.947585924154424,0.1,0.133333333333333
"FBgn0033701",-1.75946611397328,0,0.932,23,3,20,"ok",0,0.950667007585443,0.0766666666666667,0.130434782608696
"FBgn0033703",-6.81774702367281,0,0.781,10,1,9,"ok",0,0.851663599088838,0.0333333333333333,0.1
"FBgn0033705",0.117573774226862,0,0.354,39,23,16,"ok",0,0.520539624032436,0.13,0.58974358974359
"FBgn0033706",0.454275951518343,0.001,0.048,71,17,54,"ok",0.00181912144702842,0.15050144092219,0.236666666666667,0.23943661971831
"FBgn0000253",NA,NA,NA,11,0,11,"skipped",NA,NA,0.0366666666666667,0
"FBgn0020377",-0.371613553615133,0.003,0.707,20,5,15,"ok",0.00513134200371588,0.801342551377971,0.0666666666666667,0.25
"FBgn0033699",0.128419869969985,0,0.232,169,43,126,"ok",0,0.402752538439223,0.563333333333333,0.254437869822485
"FBgn0033698",-0.271872220818711,0,0.911,189,37,152,"ok",0,0.937234419324336,0.63,0.195767195767196
"FBgn0033696",0.12508341730065,0,0.283,139,74,65,"ok",0,0.454928676964406,0.463333333333333,0.532374100719424
"FBgn0000426",0.640179436430144,0.009,0.011,94,20,74,"ok",0.0144,0.0586405345211581,0.313333333333333,0.212765957446809
"FBgn0033691",-1.27150057897262,0,0.792,13,3,10,"ok",0,0.860444444444444,0.0433333333333333,0.230769230769231
"FBgn0289744",0.295052288889048,0,0.153,68,17,51,"ok",0,0.311041956854085,0.226666666666667,0.25
"FBgn0014184",0.311082348628182,0,0.048,297,33,264,"ok",0,0.15050144092219,0.99,0.111111111111111
"FBgn0033688",0.256430222316823,0,0.155,287,16,271,"ok",0,0.313775372124493,0.956666666666667,0.0557491289198606
"FBgn0027504",1.12127653084779,0.75,0,112,9,103,"ok",0.789168278529981,0,0.373333333333333,0.0803571428571429
"FBgn0026176",-0.0917253806964749,0,0.606,78,12,66,"ok",0,0.731552148476901,0.26,0.153846153846154
"FBgn0086677",0.655421839241148,0.002,0.001,193,27,166,"ok",0.00351070695218539,0.0103798785776236,0.643333333333333,0.139896373056995
"FBgn0033679",0.20584238316218,0,0.102,240,150,90,"ok",0,0.242065437239738,0.8,0.625
"FBgn0050039",NA,NA,NA,5,0,5,"skipped",NA,NA,0.0166666666666667,0
"FBgn0259985",0.263994558605591,0,0.087,121,56,65,"ok",0,0.218926829268293,0.403333333333333,0.462809917355372
"FBgn0267728",0.236761320117767,0,0.126,138,43,95,"ok",0,0.275026080612803,0.46,0.311594202898551
"FBgn0004839",0.489147242493011,0,0.002,169,42,127,"ok",0,0.0178760268857356,0.563333333333333,0.248520710059172
"FBgn0033650",-0.16056749993408,0,0.689,46,21,25,"ok",0,0.790902743142145,0.153333333333333,0.456521739130435
"FBgn0033652",0.400452482651426,0,0.003,281,81,200,"ok",0,0.0240482250502344,0.936666666666667,0.288256227758007
"FBgn0033653",0.274545198658512,0.008,0.299,65,6,59,"ok",0.0128965517241379,0.471839662447257,0.216666666666667,0.0923076923076923
"FBgn0033657",0.27952192408159,0,0.024,291,92,199,"ok",0,0.0974989816700611,0.97,0.316151202749141
"FBgn0013756",0.0997721124936634,0,0.322,130,41,89,"ok",0,0.492863025962399,0.433333333333333,0.315384615384615
"FBgn0260932",0.333025648804814,0.19,0.387,10,3,7,"ok",0.233894260440239,0.5504,0.0333333333333333,0.3
"FBgn0284245",0.526501314780101,0,0,296,38,258,"ok",0,0,0.986666666666667,0.128378378378378
"FBgn0033665",0.589342651626123,0.008,0.011,99,17,82,"ok",0.0128965517241379,0.0586405345211581,0.33,0.171717171717172
"FBgn0033668",-0.291455709739271,0,0.902,87,45,42,"ok",0,0.931739685827723,0.29,0.517241379310345
"FBgn0026573",0.197720418786977,0,0.214,189,19,170,"ok",0,0.382775668808848,0.63,0.100529100529101
"FBgn0033673",0.181041121436826,0,0.23,119,21,98,"ok",0,0.400617086304759,0.396666666666667,0.176470588235294
"FBgn0033672",0.637223867511365,0.064,0.109,134,5,129,"ok",0.0871390216154721,0.25207961352657,0.446666666666667,0.0373134328358209
"FBgn0011704",0.46565439548774,0.002,0.058,122,13,109,"ok",0.00351070695218539,0.170216772927906,0.406666666666667,0.10655737704918
"FBgn0053145",-0.350694751789615,0.01,0.647,29,3,26,"ok",0.015878996948388,0.761161505947115,0.0966666666666667,0.103448275862069
"FBgn0050037",-1.57606090991855,0.026,0.829,15,2,13,"ok",0.0383117458754001,0.884897609703889,0.05,0.133333333333333
"FBgn0050036",NA,NA,NA,6,0,6,"skipped",NA,NA,0.02,0
"FBgn0033669",3.27571857264251,0.881,0.039,32,1,31,"ok",0.901951069289991,0.132074702886248,0.106666666666667,0.03125
"FBgn0033667",0.868816746967213,0.158,0,134,24,110,"ok",0.197467000835422,0,0.446666666666667,0.17910447761194
"FBgn0033663",-0.11763519063499,0,0.773,222,68,154,"ok",0,0.846332814930016,0.74,0.306306306306306
"FBgn0033659",-0.0678777068845306,0.133,0.435,8,5,3,"ok",0.168921150376738,0.591667234913058,0.0266666666666667,0.625
"FBgn0033658",0.57498265420824,0.001,0.001,157,37,120,"ok",0.00181912144702842,0.0103798785776236,0.523333333333333,0.235668789808917
"FBgn0033656",-0.270391975457565,0,0.795,53,12,41,"ok",0,0.862607434270172,0.176666666666667,0.226415094339623
"FBgn0033654",0.528209108083682,0,0,236,65,171,"ok",0,0,0.786666666666667,0.275423728813559
"FBgn0033651",0.91978280719474,0.399,0.098,45,3,42,"ok",0.453273089700997,0.235467576791809,0.15,0.0666666666666667
"FBgn0001269",0.148854496789338,0,0.2,195,78,117,"ok",0,0.368359495229301,0.65,0.4
"FBgn0033640",0.106308060163235,0,0.368,69,17,52,"ok",0,0.534493203883495,0.23,0.246376811594203
"FBgn0050035",0.432975183322858,0,0.011,185,45,140,"ok",0,0.0586405345211581,0.616666666666667,0.243243243243243
"FBgn0033644",0.0203847259187944,0.057,0.508,13,4,9,"ok",0.0785645514223195,0.652823365188446,0.0433333333333333,0.307692307692308
"FBgn0040491",-0.169054306639443,0,0.735,88,19,69,"ok",0,0.819420586865394,0.293333333333333,0.215909090909091
"FBgn0062449",-0.276997306290313,0.004,0.614,25,4,21,"ok",0.00672737492973581,0.737120272845822,0.0833333333333333,0.16
"FBgn0033648",0.0761252185580131,0.001,0.429,62,6,56,"ok",0.00181912144702842,0.586371859296482,0.206666666666667,0.0967741935483871
"FBgn0010516",0.462764651502632,0,0.041,212,15,197,"ok",0,0.136681894150418,0.706666666666667,0.0707547169811321
"FBgn0033645",0.353712679612413,0.01,0.2,96,7,89,"ok",0.015878996948388,0.368359495229301,0.32,0.0729166666666667
"FBgn0044020",0.0858066160676647,0,0.392,163,11,152,"ok",0,0.554611183355006,0.543333333333333,0.0674846625766871
"FBgn0033639",0.305977093946782,0,0.022,257,56,201,"ok",0,0.0922550805886475,0.856666666666667,0.217898832684825
"FBgn0033638",0.23405853178282,0,0.075,231,98,133,"ok",0,0.199688542825361,0.77,0.424242424242424
"FBgn0086712",1.25423454388086,0.785,0.009,60,4,56,"ok",0.821015467971686,0.0515862068965517,0.2,0.0666666666666667
"FBgn0033636",0.392443853797992,0,0.004,287,63,224,"ok",0,0.0296054421768707,0.956666666666667,0.219512195121951
"FBgn0000577",0.102321656467325,0,0.232,276,158,118,"ok",0,0.402752538439223,0.92,0.572463768115942
"FBgn0003396",0.571229078166587,0,0,244,86,158,"ok",0,0,0.813333333333333,0.352459016393443
"FBgn0037084",0.750661591960639,0.012,0,239,26,213,"ok",0.0188102161100196,0,0.796666666666667,0.108786610878661
"FBgn0033584",0.121153002776849,0,0.32,96,17,79,"ok",0,0.491057827926657,0.32,0.177083333333333
